id,desc,memo,ship_skin_id,draw_able_name,parameter,mode,start_value,range,parts_data,ignore_react,react_condition,ignore_action,range_abs,drag_direct,react_pos_x,react_pos_y,offset_circle,offset_x,offset_y,smooth,revert_smooth,revert,save_parameter,revert_action_index,revert_idle_index,gyro,gyro_x,gyro_y,gyro_z,limit_time,listener_data,action_trigger,action_trigger_active,shop_action,relation_parameter
130,,1,1,TouchIdle1,Paramtouch_idle1,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1.0,,"{type = 2 ,action = 'touch_idle30'}","{enable = {},ignore = {},idle = 0}",0,
131,,1,1,TouchIdle1,Paramtouch_idle1,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1.0,,"{type = 2 ,action = 'touch_idle31'}","{enable = {},ignore = {},idle = 0}",0,
132,,1,1,TouchIdle1,Paramtouch_idle1,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1.0,,"{type = 2 ,action = 'touch_idle32'}","{enable = {},ignore = {},idle = 0}",0,
133,,1,1,TouchIdle1,Paramtouch_idle1,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1.0,,"{type = 2 ,action = 'touch_idle33'}","{enable = {},ignore = {},idle = 0}",0,
134,,1,1,TouchIdle1,Paramtouch_idle1,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1.0,,"{type = 2 ,action = 'touch_idle34'}","{enable = {},ignore = {},idle = 0}",0,
135,,1,1,TouchIdle1,Paramtouch_idle1,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1.0,,"{type = 2 ,action = 'touch_idle35'}","{enable = {},ignore = {},idle = 0}",0,
136,,1,1,TouchIdle1,Paramtouch_idle1,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1.0,,"{type = 2 ,action = 'touch_idle36'}","{enable = {},ignore = {},idle = 0}",0,
137,,1,1,TouchIdle1,Paramtouch_idle1,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1.0,,"{type = 2 ,action = 'touch_idle37'}","{enable = {},ignore = {},idle = 0}",0,
138,,1,1,TouchIdle1,Paramtouch_idle1,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1.0,,"{type = 2 ,action = 'touch_idle38'}","{enable = {},ignore = {},idle = 0}",0,
139,,1,1,TouchIdle1,Paramtouch_idle1,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1.0,,"{type = 2 ,action = 'touch_idle39'}","{enable = {},ignore = {},idle = 0}",0,
140,,1,1,TouchIdle1,Paramtouch_idle1,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1.0,,"{type = 2 ,action = 'touch_idle40'}","{enable = {},ignore = {},idle = 0}",0,
141,,1,1,TouchIdle1,Paramtouch_idle1,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1.0,,"{type = 2 ,action = 'touch_idle41'}","{enable = {},ignore = {},idle = 0}",0,
142,,1,1,TouchIdle1,Paramtouch_idle1,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1.0,,"{type = 2 ,action = 'touch_idle42'}","{enable = {},ignore = {},idle = 0}",0,
143,,1,1,TouchIdle1,Paramtouch_idle1,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1.0,,"{type = 2 ,action = 'touch_idle43'}","{enable = {},ignore = {},idle = 0}",0,
144,,1,1,TouchIdle1,Paramtouch_idle1,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1.0,,"{type = 2 ,action = 'touch_idle44'}","{enable = {},ignore = {},idle = 0}",0,
145,,1,1,TouchIdle1,Paramtouch_idle1,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1.0,,"{type = 2 ,action = 'touch_idle45'}","{enable = {},ignore = {},idle = 0}",0,
146,,1,1,TouchIdle1,Paramtouch_idle1,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1.0,,"{type = 2 ,action = 'touch_idle46'}","{enable = {},ignore = {},idle = 0}",0,
147,,1,1,TouchIdle1,Paramtouch_idle1,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1.0,,"{type = 2 ,action = 'touch_idle47'}","{enable = {},ignore = {},idle = 0}",0,
148,,1,1,TouchIdle1,Paramtouch_idle1,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1.0,,"{type = 2 ,action = 'touch_idle48'}","{enable = {},ignore = {},idle = 0}",0,
149,,1,1,TouchIdle1,Paramtouch_idle1,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1.0,,"{type = 2 ,action = 'touch_idle49'}","{enable = {},ignore = {},idle = 0}",0,
150,,1,1,TouchIdle1,Paramtouch_idle1,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1.0,,"{type = 2 ,action = 'touch_idle50'}","{enable = {},ignore = {},idle = 0}",0,
151,,1,1,TouchIdle1,Paramtouch_idle1,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1.0,,"{type = 2 ,action = 'touch_idle51'}","{enable = {},ignore = {},idle = 0}",0,
152,,1,1,TouchIdle52,Paramtouch_idle52,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1.0,,"{type = 2 ,action = 'touch_idle52'}","{enable = {},ignore = {},idle = 0}",0,
153,,1,1,TouchIdle53,empty,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1.0,,"{type = 2 ,action = 'touch_idle53'}","{enable = {},ignore = {'main_1','main_2','main_3','main_4','mission','mission_complete','complete','login','home','mail','touch_body','touch_head'},idle = 53}",0,
